Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
R379H_010524HOF,24.432269002416664,0.19999999999998863,28.37847971693937,0.7440046803566583,8,60.81428571429537,348.9268924634928,-43.974373538292525,507.9087619244376,2.571177897214337,-57.11277079139007,8,0,0
