c1,c2,c3,i1,i2,i3,i4,o
0.6226932664792223,0.37502356579085877,3.6566115069607267e-06,0.0014205216901423292,0.0008555241210492636,8.341614433701471e-09,7.868169462843979e-09,3.449097436651747e-06
0.6226938300757068,0.3750230252390021,3.6562938469518786e-06,0.0014205087920927941,0.0008555143456340814,8.340807709201557e-09,7.867980864026003e-09,3.4490449287224923e-06
0.622694843199326,0.37502205583940257,3.65575547807199e-06,0.0014204841658547545,0.0008554959110355356,8.339423382942537e-09,7.867559511335013e-09,3.448921920233838e-06
0.6226962144150139,0.3750207470776923,3.6550625606847297e-06,0.0014204487874524684,0.0008554697350056192,8.337619067583577e-09,7.866887970547727e-09,3.4487177680990484e-06
0.6226978754816267,0.375019165781256,3.6542573971605155e-06,0.0014204033611100908,0.00085543648806834,8.335496156705282e-09,7.865963491627346e-09,3.4484290820400224e-06
0.6226997739998543,0.37501736327356844,3.653367532650965e-06,0.0014203484223980713,0.0008553966820508959,8.333121251843409e-09,7.864791752656162e-09,3.4480566827179043e-06
0.6227018684663476,0.3750153801889359,3.6524114703102185e-06,0.00142028440655077,0.0008553507290001462,8.33053964260529e-09,7.863383143521192e-09,3.447603772612453e-06
0.6227041252520014,0.37501324942027875,3.651402061500041e-06,0.0014202116863974402,0.0008552989748982604,8.327783286558966e-09,7.861750495336474e-09,3.4470748291494294e-06
0.6227065166969593,0.3750109979825738,3.650348534674771e-06,0.001420130593164149,0.0008552417190559091,8.324875573900917e-09,7.859907686475613e-09,3.4464749291014495e-06
0.6227090198327128,0.3750086482663436,3.649257738718024e-06,0.0014200414283087764,0.000855179225853161,8.321834242593518e-09,7.857868794650687e-09,3.4458093398119164e-06
0.6227116154697413,0.37500621893475555,3.648134923887722e-06,0.0014199444706506086,0.0008551117323320896,8.318673208450351e-09,7.855647593273853e-09,3.4450832756703023e-06
0.6227142875122226,0.3750037255987379,3.6469842426899136e-06,0.001419839980946532,0.0008550394534337825,8.31540374050272e-09,7.853257265571704e-09,3.444301755497889e-06
