Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH//25-AllSynthMuts_EFEL_052225/mut5_3,30.419523125682502,0.0,31.47958922246138,1.7166395047293,10,52.03333333334089,483.2716637039807,8.769600149770438,482.83100413148094,7.555285711380826,-48.72124968191761,306.5956005480178,54.05487183915483,-48.72124968191761,10,0,0
