Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH//25-AllSynthMuts_EFEL_052225/mut5_2,30.95164591981462,0.0,31.88436131264479,1.5060380082611209,10,52.33333333334096,467.33362294329567,6.6207995143842915,466.14357564533947,8.432459441354382,-48.72416797695286,299.1428338005292,55.10743908050131,-48.72416797695286,10,0,0
