Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
mut5_1_121123,24.757085055802307,0.29999999999998295,29.094608739024764,0.7343130758209071,8,61.20000000000975,358.6657777208174,-44.343250432496774,532.4585253530223,1.0420775317094177,-57.114420525598625,8,0,0
