Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12_orig1,25.3017002811944,0.19999999999998863,27.94067734896467,0.7551486835234107,8,61.642857142866994,347.4824612596613,-42.48641646919417,564.9822677458154,5.031165955399227,-57.11714929540603,8,0,0
