c1,c2,c3,i1,i2,i3,i4,o
0.5226981749005667,0.009743214896549428,4.050449473872025e-05,0.458876545223878,0.008553564900126725,3.555884335525059e-05,2.451362246029695e-05,2.792311832499229e-05
0.5239502403451083,0.009672234354895873,3.981338651523019e-05,0.4577999058573568,0.00845128441266283,3.4788435852086166e-05,2.4124311266047488e-05,2.760889634291383e-05
0.525615013207651,0.009591553720358015,3.902220314502771e-05,0.45634197601630777,0.008327857605155973,3.388281102230624e-05,2.3560572117467694e-05,2.713386424223371e-05
0.5274348372906852,0.00951498316786477,3.8240191899178365e-05,0.4547255817949874,0.008203849614998801,3.297346813946106e-05,2.2935941835340864e-05,2.659852958980237e-05
0.5293165623885361,0.009444566359369097,3.748890167924594e-05,0.4530368140689592,0.008084122013818553,3.2092004248112784e-05,2.2302457187917466e-05,2.605180620192048e-05
0.531244619773609,0.009378237831624966,3.675983160808975e-05,0.4512944748731153,0.007967488355860532,3.123365968013121e-05,2.167600772540392e-05,2.550966677654786e-05
0.5332451857970254,0.009312588712459758,3.6031909547746284e-05,0.4494794279505574,0.007850365170701453,3.0378113642258275e-05,2.105286742333198e-05,2.496947864270324e-05
0.535368980426276,0.009243915981919988,3.5278895344977815e-05,0.44754919942308435,0.007728288311386833,2.949865006703785e-05,2.0419440403502273e-05,2.441887151727671e-05
0.537681742659001,0.009168632284518051,3.447350035724148e-05,0.4454463694567548,0.007596615608514869,2.856730058371113e-05,1.975808530012367e-05,2.384110497016381e-05
0.5402570846605105,0.009083494311301161,3.3590607440885266e-05,0.4431050119200981,0.007450989982633909,2.755877951437538e-05,1.9051070683013117e-05,2.32186678182723e-05
0.5431690297565983,0.008985838289070465,3.261048190792348e-05,0.44045744539244985,0.007287801868632045,2.6454252863000532e-05,1.8283793359219836e-05,2.253616511918339e-05
0.546483197308709,0.008873869291986,3.1522004713517466e-05,0.4374422340990988,0.007104701817309593,2.5244942063123173e-05,1.7447622362399847e-05,2.178291375744559e-05
