Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
K1422E_010524HOF,25.53103745184577,0.19999999999998863,29.900973552226198,0.7373570586711199,8,60.97142857143827,349.33494729259917,-43.97357035729033,513.201689266124,2.894735441399467,-57.113229464204025,8,0,0
