Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
mut5_4_121123,25.129434293551867,0.29999999999998295,29.365461204673487,0.7275849413836443,8,61.38571428572408,364.6031302472423,-45.60094030922775,550.4070341404837,0.9069050006275607,-57.11377891492122,8,0,0
