Voltage
-72.0
-72.00048161239653
-72.00082626675406
-72.00110138717363
-72.00133559530072
-72.00154180851173
-72.00172661811251
-72.00189387050246
-72.00204609998856
-72.00218514022274
-72.00231240618407
-72.00242903651204
-72.00253597276281
-72.00263400798114
-72.00272381903325
-72.00280598955129
-72.00288102698102
-72.00294937566036
-72.00301142708253
-72.00306752808564
-72.00311798747482
-72.00316308143645
-72.00320305800835
-72.00323814080333
-72.0032685321361
-72.00329441566855
-72.00331595866324
-72.00333331391472
-72.00334662141401
-72.00335600979042
-72.00336159756588
-72.00336349425041
-72.00336180130213
-72.00335661297123
-72.00334801704363
-72.00333609549799
-72.00332092508712
-72.00330257785376
-72.0032811215884
-72.00325662023678
-72.00322913426254
-72.00319872097076
-72.00316543479673
-72.00312932756398
-72.00309044871511
-72.00304884551844
-72.00300456325317
-72.00295764537562
-72.00290813366826
-72.00285606837376
-72.00280148831551
-72.00274443100618
-72.00268493274532
-72.00262302870767
-72.00255875302267
-72.00249213884629
-72.00242321842615
-72.00235202316028
-72.00227858365055
-72.00220292975098
-72.00212509061171
-72.002045094719
-72.00196296993145
-72.00187874351333
-72.00179244216467
-72.00170409204897
-72.00161371881839
-72.00152134763702
-72.001427003202
-72.00133070976304
-72.00123249114047
-72.00113237074164
-72.00103037157625
-72.00092651627047
-72.00082082707993
-72.00071332590193
-72.00060403428658
-72.00049297344736
-72.00038016427081
-72.00026562732569
-72.0001493828715
-72.00003145086647
-71.9999118509751
-71.99979060257515
-71.99966772476438
-71.9995432363668
-71.99941715593867
-71.99928950177404
-71.99916029191026
-71.99902954413292
-71.99889727598085
-71.9987635047507
-71.99862824750136
-71.99849152105826
-71.99835334201745
-71.99821372674954
-71.99807269140342
-71.99793025190999
-71.99778642398562
-71.99764122313557
-71.99749466465735
-71.99734676364385
-71.99719753498647
-71.99704699337813
-71.99689515331626
-71.9967420291056
-71.99658763486102
-71.9964319845102
-71.9962750917964
-71.996116970281
-71.99595763334597
-71.99579709419653
-71.99563536586348
-71.9954724612056
-71.99530839291205
-71.99514317350466
-71.99497681534018
-71.99480933061257
-71.99464073135509
-71.99447102944256
-71.99430023659343
-71.99412836437186
-71.9939554241898
-71.99378142730905
-71.99360638484315
-71.99343030775948
-71.99325320688109
-71.9930750928887
-71.99289597632249
-71.99271586758407
-71.99253477693821
-71.99235271451474
-71.99216969031029
-71.99198571419006
-71.99180079588956
-71.99161494501632
-71.99142817105161
-71.9912404833521
-71.99105189115156
-71.99086240356236
-71.99067202957724
-71.99048077807085
-71.99028865780124
-71.99009567741156
-71.98990184543145
-71.98970717027866
-71.98951166026052
-71.98931532357535
-71.98911816831404
-71.98892020246133
-71.98872143389745
-71.98852187039932
-71.98832151964207
-71.98812038920033
-71.98791848654965
-71.98771581906779
-71.98751239403606
-71.98730821864064
-71.98710329997384
-71.98689764503538
-71.98669126073366
-71.986484153887
-71.98627633122483
-71.98606779938896
-71.98585856493469
-71.98564863433208
-71.98543801396706
-71.98522671014261
-71.98501472907984
-71.98480207691918
-71.98458875972143
-71.98437478346891
-71.98416015406644
-71.98394487734254
-71.98372895905035
-71.98351240486876
-71.98329522040336
-71.98307741118751
-71.98285898268327
-71.98263994028247
-71.98242028930763
-71.98220003501287
-71.98197918258494
-71.98175773714412
-71.98153570374514
-71.98131308737806
-71.98108989296921
-71.98086612538204
-71.980641789418
-71.98041688981743
-71.98019143126037
-71.97996541836736
-71.97973885570039
-71.97951174776361
-71.97928409900412
-71.97905591381286
-71.97882719652532
-71.97859795142232
-71.97836818273078
-71.97813789462444
-71.97790709122465
-71.97767577660107
-71.97744395477243
-71.97721162970711
-71.97697880532401
-71.97674548549314
-71.97651167403633
-71.97627737472787
-71.97604259129523
-71.9758073274196
-71.97557158673672
-71.97533537283728
-71.97509868926775
-71.9748615395309
-71.97462392708643
-71.9743858553515
-71.97414732770144
-71.97390834747027
-71.97366891795123
-71.97342904239743
-71.97318872402235
-71.97294796600043
-71.97270677146759
-71.97246514352173
-71.97222308522333
-71.97198059959592
-71.9717376896266
-71.97149435826654
-71.9712506084315
-71.9710064430023
-71.97076186482528
-71.97051687671285
-71.9702714814439
-71.97002568176426
-71.96977948038716
-71.96953287999371
-71.96928588323334
-71.96903849272418
-71.96879071105356
-71.96854254077839
-71.96829398442557
-71.96804504449248
-71.9677957234473
-71.96754602372941
-71.96729594774986
-71.96704549789168
-71.96679467651029
-71.96654348593391
-71.96629192846387
-71.96604000637505
-71.96578772191617
-71.96553507731018
-71.96528207475461
-71.96502871642191
-71.9647750044598
-71.96452094099158
-71.96426652811651
-71.96401176791008
-71.96375666242436
-71.96350121368832
-71.96324542370813
-71.96298929446748
-71.96273282792785
-71.96247602602887
-71.96221889068852
-71.96196142380354
-71.96170362724962
-71.9614455028817
-71.9611870525343
-71.9609282780217
-71.96066918113831
-71.96040976365889
-71.96015002733877
-71.95988997391419
-71.95962960510246
-71.95936892260234
-71.95910792809413
-71.95884662324004
-71.95858500968436
-71.9583230890537
-71.95806086295728
-71.9577983329871
-71.95753550071818
-71.9572723677088
-71.9570089355007
-71.95674520561926
-71.95648117957384
-71.95621685885783
-71.95595224494899
-71.95568733930953
-71.95542214338644
-71.95515665861161
-71.95489088640201
-71.95462482815992
-71.95435848527315
-71.95409185911515
-71.95382495104525
-71.95355776240882
-71.95329029453744
-71.95302254874912
-71.9527545263484
-71.9524862286266
-71.95221765686195
-71.95194881231974
-71.9516796962525
-71.95141030990018
-71.95114065449032
-71.95087073123813
-71.9506005413467
-71.95033008600718
-71.95005936639889
-71.94978838368945
-71.94951713903498
-71.94924563358022
-71.94897386845864
-71.94870184479261
-71.94842956369357
-71.94815702626211
-71.94788423358808
-71.94761118675086
-71.94733788681935
-71.94706433485212
-71.9467905318976
-71.94651647899417
-71.94624217717025
-71.94596762744446
-71.94569283082576
-71.9454177883135
-71.94514250089762
-71.94486696955865
-71.94459119526798
-71.94431517898781
-71.94403892167136
-71.94376242426297
-71.94348568769816
-71.94320871290375
-71.94293150079805
-71.94265405229082
-71.94237636828345
-71.94209844966909
-71.94182029733267
-71.94154191215104
-71.94126329499305
-71.9409844467197
-71.94070536818413
-71.94042606023181
-71.94014652370059
-71.93986675942075
-71.93958676821515
-71.93930655089929
-71.93902610828138
-71.93874544116248
-71.93846455033649
-71.93818343659035
-71.937902100704
-71.93762054345055
-71.93733876559631
-71.9370567679009
-71.93677455111727
-71.93649211599187
-71.93620946326462
-71.93592659366905
-71.93564350793238
-71.93536020677553
-71.93507669091323
-71.9347929610541
-71.9345090179007
-71.9342248621496
-71.93394049449145
-71.93365591561106
-71.9333711261874
-71.93308612689377
-71.93280091839779
-71.93251550136146
-71.93222987644126
-71.93194404428817
-71.9316580055478
-71.93137176086034
-71.93108531086074
-71.93079865617862
-71.93051179743853
-71.93022473525978
-71.92993747025668
-71.92965000303846
-71.92936233420944
-71.92907446436901
-71.92878639411167
-71.92849812402714
-71.92820965470038
-71.92792098671164
-71.92763212063649
-71.92734305704592
-71.92705379650636
-71.92676433957972
-71.92647468682344
-71.92618483879053
-71.92589479602968
-71.9256045590852
-71.92531412849715
-71.92502350480133
-71.92473268852937
-71.92444168020874
-71.92415048036281
-71.92385908951087
-71.92356750816819
-71.92327573684608
-71.9229837760519
-71.92269162628907
-71.92239928805719
-71.92210676185205
-71.92181404816563
-71.92152114748615
-71.92122806029815
-71.92093478708247
-71.92064132831638
-71.92034768447347
-71.9200538560238
-71.91975984343392
-71.91946564716689
-71.91917126768229
-71.91887670543628
-71.91858196088162
-71.91828703446778
-71.91799192664082
-71.91769663784355
-71.91740116851551
-71.91710551909304
-71.91680969000925
