c1,c2,c3,i1,i2,i3,i4,o
0.6226932664792223,0.37502356579085877,3.6566115069607267e-06,0.0014205216901423292,0.0008555241210492636,8.341614433701471e-09,7.868169462843979e-09,3.449097436651747e-06
0.6226938301181499,0.375023025198294,3.6562938230785447e-06,0.0014205087911215264,0.0008555143448979524,8.340807648470261e-09,7.86798084983905e-09,3.4490449250967347e-06
0.6226948433266151,0.37502205571749003,3.6557554089423494e-06,0.0014204841628335215,0.0008554959087630075,8.339423205806575e-09,7.867559462596272e-09,3.44892190690819e-06
0.6226962146643914,0.37502074683919767,3.6550624294082774e-06,0.0014204487813148578,0.0008554697304226195,8.337618728796166e-09,7.866887863759389e-09,3.4487177374710566e-06
0.6226978758844359,0.37501916539660446,3.6542571908960146e-06,0.0014204033508344632,0.0008554364804491413,8.335495620572125e-09,7.865963302121327e-09,3.4484290260527536e-06
0.6226997745819174,0.375017362718598,3.653367241750335e-06,0.0014203484070160245,0.0008553966707218066,8.33312049032895e-09,7.86479145585767e-09,3.448056593177278e-06
0.6227018692486197,0.3750153794442446,3.6524110875229163e-06,0.001420284385147938,0.0008553507133376048,8.330538633577103e-09,7.863382715734794e-09,3.447603641346587e-06
0.6227041262512463,0.375013248470555,3.651401581354182e-06,0.0014202116581117728,0.0008552989543253411,8.327782012395192e-09,7.861749914213644e-09,3.447074648248803e-06
0.6227065179263706,0.3750109968159815,3.6503479531157545e-06,0.0014201305571834011,0.0008552416930385527,8.324874020448487e-09,7.859906931298285e-09,3.4464746918332794e-06
0.6227090213024616,0.3750086468739809,3.649257052773993e-06,0.0014200413838678207,0.0008551791938965665,8.321832398397911e-09,7.857867846445709e-09,3.445809040122262e-06
0.6227116171874519,0.3750062173101858,3.6481341313025607e-06,0.0014199444170287913,0.0008551116939773953,8.318671064178983e-09,7.855646434795236e-09,3.4450829072339516e-06
0.6227142894833807,0.3750037237375869,3.646983341825912e-06,0.0014198399174651496,0.0008550394082550639,8.31540128852342e-09,7.853255881282401e-09,3.444301313075196e-06
0.6227170246521887,0.3750011792435507,3.6458080668563267e-06,0.0014197281310311684,0.0008549625334148146,8.312032464542206e-09,7.850708632132592e-09,3.4434690066462312e-06
0.6227198112885812,0.3749985948116343,3.6446111351370013e-06,0.001419609290878165,0.0008548812507522603,8.308572619792789e-09,7.84801633211763e-09,3.442590429909533e-06
0.6227226397725879,0.3749959796649374,3.643394967371805e-06,0.0014194836191345605,0.0008547957284460409,8.305028761989304e-09,7.845189814397293e-09,3.4416697080123098e-06
0.6227255019836516,0.37499334154878583,3.6421616752703514e-06,0.0014193513282078909,0.0008547061233799796,8.301407115702952e-09,7.842239121509196e-09,3.4407106531323188e-06
0.6227283910634627,0.3749906869652944,3.640913129759526e-06,0.0014192126218207743,0.0008546125826283383,8.29771328683717e-09,7.839173543838318e-09,3.4397167771066635e-06
0.6227313012181093,0.3749880213690839,3.6396510087971133e-06,0.0014190676958528029,0.0008545152446815925,8.293952378825881e-09,7.836001666947794e-09,3.438691309744611e-06
0.6227342275523413,0.3749853493312453,3.6383768312605817e-06,0.0014189167390367319,0.0008544142404679132,8.290129076286394e-09,7.832731422287282e-09,3.4376372171657272e-06
0.6227371659303034,0.37498267467712015,3.637091981726547e-06,0.0014187599335427241,0.0008543096942111267,8.286247706577431e-09,7.82937013809921e-09,3.436557223003288e-06
0.622740112858231,0.3749800006023441,3.6357977289412677e-06,0.001418597455474933,0.000854201724156105,8.282312286218924e-09,7.825924588562664e-09,3.4354538281649196e-06
0.6227430653854654,0.3749773297707559,3.634495239694457e-06,0.0014184294752983074,0.0008540904431855756,8.278326556811838e-09,7.822401040048428e-09,3.4343293275041088e-06
0.6227460210208063,0.37497466439711774,3.6331855900973167e-06,0.0014182561582090573,0.000853975959347249,8.274294013622905e-09,7.818805294192596e-09,3.43318583004775e-06
0.6227489776617532,0.374972006317073,3.6318697744942947e-06,0.0014180776644590288,0.000853858376306344,8.270217928926321e-09,7.815142727445135e-09,3.432025273498843e-06
0.6227519335345986,0.37496935704635326,3.6305487127599765e-06,0.001417894149641932,0.0008537377937356761,8.266101371529562e-09,7.811418327177172e-09,3.4308494380881205e-06
0.6227548871436844,0.3749667178309109,3.629223256902353e-06,0.0014177057649476417,0.0008536143076531998,8.261947223493193e-09,7.807636724665814e-09,3.429659963002582e-06
0.6227578372284043,0.3749640896893786,3.6278941963751045e-06,0.0014175126573895218,0.0008534880107151351,8.257758194679871e-09,7.803802224920908e-09,3.428458355543888e-06
0.622760782726764,0.3749614734490325,3.6265622630895697e-06,0.0014173149700087366,0.0008533589924713773,8.253536835627888e-09,7.799918833828965e-09,3.4272460045655563e-06
0.6227637227445028,0.37495886977624926,3.6252281356687754e-06,0.0014171128420587787,0.0008532273395887744,8.2492855490585e-09,7.79599028269222e-09,3.4260241889256244e-06
0.6227666565289297,0.3749562792022926,3.623892443442724e-06,0.0014169064091728648,0.00085309313604693,8.245006600266995e-09,7.792020050518494e-09,3.424794087717409e-06
0.6227695834467649,0.37495370214513607,3.622555770058894e-06,0.001416695803516396,0.0008529564633104518,8.240702126567508e-09,7.788011384232594e-09,3.4235567884576787e-06
0.6227725029653798,0.3749511389279204,3.6212186567310064e-06,0.0014164811539263296,0.0008528174004809534,8.236374145917686e-09,7.78396731700581e-09,3.4223132942396176e-06
0.6227754146369255,0.3749485897945527,3.619881605245548e-06,0.0014162625860390206,0.0008526760244316091,8.232024564826484e-09,7.779890684913967e-09,3.4210645307276174e-06
0.6227783180849144,0.3749460549228786,3.6185450807224113e-06,0.0014160402224078655,0.000852532409926649,8.227655185624897e-09,7.775784142083821e-09,3.419811352319692e-06
0.6227812129928851,0.3749435344357939,3.6172095143158004e-06,0.0014158141826118918,0.000852386629727826,8.223267713176892e-09,7.771650174529995e-09,3.4185545490139866e-06
0.6227840990948376,0.374941028410607,3.6158753053655316e-06,0.0014155845833562855,0.0008522387546895957,8.218863761057723e-09,7.767491112665226e-09,3.417294849058473e-06
0.6227869761671688,0.3749385368869162,3.614542823818391e-06,0.001415351538565716,0.0008520888538445018,8.214444857283005e-09,7.763309142840828e-09,3.416032926762799e-06
0.6227898440218841,0.37493605987322953,3.6132124120993367e-06,0.0014151151594712155,0.0008519369944800494,8.21001244959788e-09,7.759106317783827e-09,3.414769404210395e-06
0.6227927025008878,0.37493359735251675,3.611884387038402e-06,0.001414875554691275,0.0008517832422081703,8.205567910380383e-09,7.754884566195723e-09,3.413504856494244e-06
0.6227955514711903,0.3749311492868586,3.610559041669759e-06,0.001414632830307741,0.0008516276610282354,8.201112541191495e-09,7.750645701547067e-09,3.412239815487472e-06
0.6227983908208891,0.3749287156213319,3.609236646725826e-06,0.0014143870899370346,0.0008514703133844334,8.196647576987525e-09,7.746391430086525e-09,3.410974771845944e-06
0.622801220455806,0.37492629628724855,3.6079174523175963e-06,0.0014141384347971465,0.0008513112602182322,8.192174190045368e-09,7.742123358276208e-09,3.4097101801744543e-06
0.6228040402966776,0.3749238912048496,3.6066016891982383e-06,0.0014138869637708236,0.0008511505610165342,8.18769349359966e-09,7.73784299953698e-09,3.408446459723963e-06
0.6228068502768124,0.3749215002855398,3.6052895700845577e-06,0.0014136327734653059,0.0008509882738560643,8.183206545227474e-09,7.73355178049134e-09,3.4071839979190477e-06
0.6228096503401418,0.37491912343373546,3.603981290914499e-06,0.0014133759582689413,0.00085082445544445,8.178714350002294e-09,7.729251046720144e-09,3.4059231529747045e-06
0.6228124404396024,0.37491676054838735,3.6026770318776875e-06,0.0014131166104049688,0.0008506591611583972,8.174217863424602e-09,7.724942068025975e-09,3.4046642550398434e-06
0.6228152205357953,0.37491441152423083,3.6013769585096686e-06,0.0014128548199827287,0.0008504924450793116,8.169717994157588e-09,7.720626043326045e-09,3.4034076091265224e-06
0.6228179905958793,0.3749120762528082,3.6000812226822337e-06,0.0014125906750465339,0.0008503243600266676,8.165215606580405e-09,7.716304105162984e-09,3.4021534967996835e-06
0.6228207505926581,0.37490975462330034,3.598789963469077e-06,0.0014123242616224097,0.0008501549575893892,8.16071152316852e-09,7.711977323856707e-09,3.4009021774547958e-06
0.622823500503831,0.3749074465231996,3.5975033079617463e-06,0.0014120556637628886,0.0008499842881554727,8.156206526715808e-09,7.707646711346217e-09,3.399653889900691e-06
0.6228262403113779,0.37490515183885104,3.596221372097701e-06,0.0014117849635900293,0.0008498124009400508,8.151701362415573e-09,7.703313224766559e-09,3.3984088542997545e-06
0.6228289700010574,0.3749028704558848,3.5949442613568703e-06,0.0014115122413368075,0.0008496393440120716,8.14719673980498e-09,7.698977769742045e-09,3.397167272972464e-06
0.6228316895619973,0.3749006022595577,3.5936720714934323e-06,0.0014112375753870152,0.0008494651643197442,8.142693334589683e-09,7.694641203465124e-09,3.3959293322286155e-06
0.622834398986362,0.37489834713502174,3.5924048890919886e-06,0.0014109610423137906,0.0008492899077148843,8.138191790347598e-09,7.690304337517535e-09,3.3946952025852066e-06
0.6228370982690821,0.3748961049675316,3.591142792170056e-06,0.0014106827169168834,0.0008491136189762716,8.133692720127908e-09,7.68596794051435e-09,3.393465040363308e-06
0.6228397874076367,0.37489387564260307,3.5898858507983983e-06,0.0014104026722587563,0.0008489363418321217,8.129196707956926e-09,7.681632740581435e-09,3.3922389891375893e-06
