Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
mut12_4,35.78102049374832,0.0,35.97178894727039,1.4495727869117658,6,68.4400000000043,375.2574715727846,-34.15246827363263,607.6855138314899,9.47327713535486,-53.25829822507027,6,0,0
